Table,SPNWR_ID,SpeciesCode,OriginalTagID,Neophyte,DateOfActivity,Result,DP Stake,InSituStake1,CurvedCarapaceLength_NtoN,CurvedCarapaceWidth
SPNWR,10743,Dc,VI1062,,5/22/1999,In Situ,,170,157.8,113.2
SPNWR,10785,Dc,VI1062,,6/1/1999,Dry Run,,191,,
SPNWR,10793,Dc,VI1062,,6/1/1999,Dry Run,,168,,
SPNWR,10799,Dc,VI1062,,6/2/1999,In Situ,,187,159.7,114.5
SPNWR,10937,Dc,VI1062,,6/10/1999,Dry Run,,,,
SPNWR,10945,Dc,VI1062,,6/11/1999,Dry Run,,160,,
SPNWR,10949,Dc,VI1062,,6/11/1999,In Situ,,174,158.2,113.5
SPNWR,11006,Dc,VI1062,,6/21/1999,In Situ,,170,158.1,129
SPNWR,222,Dc,VI1062,,4/9/2002,Relocate,,159,159.7,115.4
SPNWR,300,Dc,VI1062,,4/18/2002,In Situ,,156,160.8,115.5
SPNWR,397,Dc,VI1062,,4/28/2002,In Situ,,188,159.4,115.2
SPNWR,498,Dc,VI1062,,5/7/2002,In Situ,,176,162,116
SPNWR,641,Dc,VI1062,,5/18/2002,Dry Run,,108,,
SPNWR,672,Dc,VI1062,,5/20/2002,Track Only,,138,,
SPNWR,674,Dc,VI1062,,5/20/2002,Relocate,,154,161,114.4
SPNWR,806,Dc,VI1062,,5/29/2002,Dry Run,,180,,
SPNWR,812,Dc,VI1062,,5/30/2002,In Situ,,185,160.4,115.3
SPNWR,897,Dc,VI1062,,6/8/2002,Relocate,,197,161,128.5
SPNWR,2525,Dc,VI1062,,3/16/2004,In Situ,,171,162.2,115.9
SPNWR,2539,Dc,VI1062,,3/27/2004,In Situ,,187,159.5,115.2
SPNWR,2572,Dc,VI1062,,4/6/2004,In Situ,,184,160.4,115.7
SPNWR,2640,Dc,VI1062,,4/16/2004,Dry Run,,91,,
SPNWR,2646,Dc,VI1062,,4/17/2004,Dry Run,,152,,
SPNWR,2650,Dc,VI1062,,4/18/2004,Track Only,,176,,
SPNWR,2654,Dc,VI1062,,4/18/2004,Probable Lay,,164,,
SPNWR,2738,Dc,VI1062,,4/27/2004,In Situ,,169,160.6,115.4
SPNWR,2840,Dc,VI1062,,5/6/2004,Track Only,,151,,
SPNWR,2850,Dc,VI1062,,5/7/2004,In Situ,,163,159.5,116
SPNWR,2917,Dc,VI1062,,5/15/2004,In Situ,,179,162.25,118
SPNWR,2993,Dc,VI1062,,5/25/2004,Dry Run,,162,,
SPNWR,3000,Dc,VI1062,,5/25/2004,Probable Lay,,176,,
SPNWR,3074,Dc,VI1062,,6/3/2004,Dry Run,,174,,
SPNWR,3086,Dc,VI1062,,6/4/2004,Dry Run,,174,,
SPNWR,3092,Dc,VI1062,,6/5/2004,In Situ,,102,159.4,116
SPNWR,13197,Dc,VI1062,,3/29/2006,Relocate,,159,160.5,115.1
SPNWR,13263,Dc,VI1062,,4/11/2006,In Situ,,173,161.7,116
SPNWR,13311,Dc,VI1062,,4/20/2006,In Situ,,173,160.2,115
SPNWR,13378,Dc,VI1062,,5/1/2006,Dry Run,,160,,
SPNWR,13389,Dc,VI1062,,5/2/2006,Relocate,,159,161.3,115.5
SPNWR,13613,Dc,VI1062,,6/10/2006,In Situ,,144,161,128
SPNWR,16332,Dc,VI1062,,4/8/2009,In Situ,,155,163.5,118.5
SPNWR,16447,Dc,VI1062,,4/17/2009,In Situ,,179,161.5,115
SPNWR,16569,Dc,VI1062,,4/27/2009,Dry Run,,169,,
SPNWR,16616,Dc,VI1062,,4/29/2009,In Situ,,164,160.4,115.1
SPNWR,16746,Dc,VI1062,,5/8/2009,In Situ,,179,162.1,110.5
SPNWR,16887,Dc,VI1062,,5/17/2009,In Situ,,173,161.3,116.9
SPNWR,17033,Dc,VI1062,,5/26/2009,In Situ,,184,,
SPNWR,17151,Dc,VI1062,,6/4/2009,In Situ,,175,161.1,114.7
SPNWR,31100,Dc,VI1062,,4/22/2011,Lay,,177,160.5,115
SPNWR,31212,Dc,VI1062,,4/30/2011,Dry Run,,93,,
SPNWR,31219,Dc,VI1062,,5/1/2011,Lay,,141,156,115.4
SPNWR,31311,Dc,VI1062,,5/12/2011,Lay,,152,159.8,115.4
SPNWR,31382,Dc,VI1062,,5/20/2011,Lay,,178,161.3,116
SPNWR,31620,Dc,VI1062,,6/11/2011,Lay,,116,161.5,116.6
SPNWR,5110,Dc,VI1075,,4/5/1985,In Situ,,94,148.5,108
SPNWR,5141,Dc,VI1075,,4/16/1985,Relocate,,93,147.5,109
SPNWR,5175,Dc,VI1075,,4/26/1985,In Situ,,177,148.5,109
SPNWR,5201,Dc,VI1075,,5/4/1985,In Situ,,175,,
SPNWR,5224,Dc,VI1075,,5/11/1985,Dry Run,,112,,
SPNWR,5234,Dc,VI1075,,5/12/1985,In Situ,,181,,
SPNWR,5292,Dc,VI1075,,5/21/1985,In Situ,,119,147,108
SPNWR,5335,Dc,VI1075,,5/29/1985,In Situ,,173,147,109
SPNWR,5371,Dc,VI1075,,6/9/1985,Relocate,,156,149,
SPNWR,4870,Dc,VI1078,,4/6/1985,In Situ,,121,153,108
SPNWR,5135,Dc,VI1078,,4/15/1985,Dry Run,,103,,
SPNWR,5143,Dc,VI1078,,4/16/1985,Relocate,,151,,
SPNWR,5176,Dc,VI1078,,4/26/1985,In Situ,,159,156,108.5
SPNWR,5215,Dc,VI1078,,5/7/1985,Dry Run,,109,,
SPNWR,5216,Dc,VI1078,,5/8/1985,Dry Run,,165,153.5,108.5
SPNWR,5219,Dc,VI1078,,5/9/1985,Relocate,,148,156,107.5
SPNWR,5285,Dc,VI1078,,5/18/1985,Relocate,,161,152.5,107
SPNWR,5327,Dc,VI1078,,5/27/1985,Relocate,,161,,
SPNWR,5361,Dc,VI1078,,6/7/1985,In Situ,,174,150.5,
SPNWR,5566,Dc,VI1078,,3/31/1987,Dry Run,,122,,
SPNWR,5587,Dc,VI1078,,4/11/1987,In Situ,,85,154.5,190.9
SPNWR,5621,Dc,VI1078,,4/23/1987,Dry Run,,112,,
SPNWR,5769,Dc,VI1078,,6/4/1987,Relocate,,80,154,107
SPNWR,6224,Dc,VI1078,,5/14/1989,Relocate,,152,154,109
SPNWR,6237,Dc,VI1078,,5/23/1989,Dry Run,,141,,
SPNWR,6238,Dc,VI1078,,5/23/1989,Relocate,,91,154,111
SPNWR,5120,Dc,VI1080,,4/11/1985,Relocate,,168,140,103
SPNWR,5173,Dc,VI1080,,4/25/1985,Relocate,,121,139.5,106
SPNWR,5271,Dc,VI1080,,5/14/1985,Dry Run,,173,,
SPNWR,5277,Dc,VI1080,,5/15/1985,Dry Run,,184,,
SPNWR,5313,Dc,VI1080,,5/24/1985,Dry Run,,152,,
SPNWR,5320,Dc,VI1080,,5/25/1985,Relocate,,172,141,103
SPNWR,5127,Dc,VI1083,,4/14/1985,Dry Run,,161,,
SPNWR,5129,Dc,VI1083,,4/14/1985,Dry Run,,159,,
SPNWR,5133,Dc,VI1083,,4/14/1985,In Situ,,159,,
SPNWR,5194,Dc,VI1083,,5/3/1985,Dry Run,,174,166.5,119
SPNWR,5199,Dc,VI1083,,5/4/1985,Dry Run,,151,,
SPNWR,5206,Dc,VI1083,,5/5/1985,Relocate,,148,165.5,117
SPNWR,5236,Dc,VI1083,,5/13/1985,Dry Run,,168,,
SPNWR,5267,Dc,VI1083,,5/13/1985,Relocate,,150,,
SPNWR,5293,Dc,VI1083,,5/21/1985,Relocate,,152,,
SPNWR,5332,Dc,VI1083,,5/29/1985,Relocate,,119,163,119
SPNWR,5124,Dc,VI1084,,4/13/1985,Relocate,,147,143,105
SPNWR,4877,Dc,VI1084,,4/21/1985,Dry Run,,167,,
SPNWR,5154,Dc,VI1084,,4/22/1985,In Situ,,146,147,108
SPNWR,5191,Dc,VI1084,,5/2/1985,In Situ,,112,144.7,103
SPNWR,5331,Dc,VI1084,,5/29/1985,In Situ,,74,,
SPNWR,5562,Dc,VI1084,,3/27/1987,Dry Run,,188,,
SPNWR,5265,Dc,VI1084,,4/7/1987,Relocate,,116,145.2,107
SPNWR,5654,Dc,VI1084,,4/24/1987,Relocate,,151,147,106
SPNWR,5684,Dc,VI1084,,5/3/1987,Dry Run,,160,,
SPNWR,5726,Dc,VI1084,,5/16/1987,Dry Run,,97,,
SPNWR,5730,Dc,VI1084,,5/16/1987,Dry Run,,145,,
SPNWR,5731,Dc,VI1084,,5/16/1987,In Situ,,180,147,105
SPNWR,9054,Dc,VI1084,,4/27/1997,Relocate,,167,150.1,108.8
SPNWR,9145,Dc,VI1084,,5/6/1997,Dry Run,,,,
SPNWR,9199,Dc,VI1084,,5/8/1997,Dry Run,,,,
SPNWR,9290,Dc,VI1084,,5/16/1997,Relocate,,156,,
SPNWR,9404,Dc,VI1084,,5/25/1997,Dry Run,,151,,
SPNWR,9181,Dc,VI1084,,5/26/1997,Relocate,,189,148.9,108.5
SPNWR,9586,Dc,VI1084,,6/4/1997,Dry Run,,165,,
SPNWR,9598,Dc,VI1084,,6/5/1997,In Situ,,189,150,110
SPNWR,13137,Dc,VI1084,,5/26/2001,In Situ,,172,151.8,120.4
SPNWR,1177,Dc,VI1084,,4/12/2003,In Situ,,95,152.4,111
SPNWR,1276,Dc,VI1084,,4/21/2003,Relocate,,75,152.3,111.5
SPNWR,1426,Dc,VI1084,,4/29/2003,In Situ,,187,,
SPNWR,1434,Dc,VI1084,,4/29/2003,In Situ,,188,152,112.5
SPNWR,1575,Dc,VI1084,,5/7/2003,Dry Run,,160,,
SPNWR,1588,Dc,VI1084,,5/7/2003,In Situ,,164,140.8,110.2
SPNWR,1776,Dc,VI1084,,5/17/2003,In Situ,,153,151.5,110.2
SPNWR,5125,Dc,VI1085,,4/13/1985,In Situ,,126,155,
SPNWR,5168,Dc,VI1085,,4/24/1985,In Situ,,168,154,106
SPNWR,5119,Dc,VI1089,,4/11/1985,Relocate,,99,146,101
SPNWR,4875,Dc,VI1089,,4/21/1985,In Situ,,87,146.3,101
SPNWR,4878,Dc,VI1089,,5/2/1985,In Situ,,170,147,101
SPNWR,5230,Dc,VI1089,,5/12/1985,Dry Run,,117,,
SPNWR,5295,Dc,VI1089,,5/21/1985,Relocate,,84,,
SPNWR,5363,Dc,VI1089,,6/8/1985,In Situ,,75,,
SPNWR,5391,Dc,VI1089,,6/17/1985,Dry Run,,120,147,99
SPNWR,5400,Dc,VI1089,,6/18/1985,Relocate,,115,148,98.8
SPNWR,5246,Dc,VI1089,,6/27/1985,Relocate,,121,153,101
SPNWR,5422,Dc,VI1089,,7/9/1985,In Situ,,103,,
SPNWR,4871,Dc,VI1090,,4/7/1985,Relocate,,144,143.5,109
SPNWR,5145,Dc,VI1090,,4/17/1985,In Situ,,170,144.7,108
SPNWR,4881,Dc,VI1090,,5/2/1985,In Situ,,148,,
SPNWR,5123,Dc,VI1094,,4/13/1985,Relocate,,93,152.5,112
SPNWR,5167,Dc,VI1094,,4/24/1985,Relocate,,100,,
SPNWR,5203,Dc,VI1094,,5/4/1985,In Situ,,,,
SPNWR,5231,Dc,VI1094,,5/12/1985,Dry Run,,149,,
SPNWR,5390,Dc,VI1094,,6/17/1985,Dry Run,,183,,
SPNWR,5121,Dc,VI1096,,4/12/1985,In Situ,,179,145.5,107
SPNWR,5156,Dc,VI1096,,4/22/1985,Dry Run,,,,
SPNWR,5160,Dc,VI1096,,4/23/1985,In Situ,,173,147,109.5
SPNWR,5196,Dc,VI1096,,5/3/1985,Relocate,,169,145.5,110
SPNWR,5242,Dc,VI1096,,6/10/1985,In Situ,,117,147,110
SPNWR,5250,Dc,VI1108,,4/12/1986,Relocate,,180,160,112
SPNWR,5465,Dc,VI1108,,4/22/1986,Dry Run,,170,,
SPNWR,5466,Dc,VI1108,,4/22/1986,Relocate,,164,160,111
SPNWR,5483,Dc,VI1108,,4/30/1986,In Situ,,173,159.5,112
SPNWR,5510,Dc,VI1108,,5/18/1986,In Situ,,187,160.5,113
SPNWR,5453,Dc,VI1110,,4/10/1986,In Situ,,174,150,110
SPNWR,5463,Dc,VI1110,,4/20/1986,Relocate,,93,150,109
SPNWR,5491,Dc,VI1110,,5/3/1986,In Situ,,94,150,108
SPNWR,5449,Dc,VI1112,,4/6/1986,Dry Run,,141,150,110
SPNWR,5451,Dc,VI1112,,4/7/1986,In Situ,,176,150.5,109
SPNWR,5460,Dc,VI1112,,4/17/1986,In Situ,,169,151,110
SPNWR,5474,Dc,VI1112,,4/26/1986,Dry Run,,147,,
SPNWR,5476,Dc,VI1112,,4/26/1986,Dry Run,,156,,
SPNWR,5477,Dc,VI1112,,4/26/1986,Relocate,,175,151,118
SPNWR,5494,Dc,VI1112,,5/5/1986,Dry Run,,168,,
SPNWR,5495,Dc,VI1112,,5/6/1986,Relocate,,158,151,109
SPNWR,5506,Dc,VI1112,,5/15/1986,Dry Run,,157,150,107
SPNWR,5507,Dc,VI1112,,5/15/1986,Relocate,,161,150.5,105
SPNWR,5517,Dc,Vi1112,,5/25/1986,Relocate,,156,150,120.5
SPNWR,5482,Dc,VI1120,,4/29/1986,Dry Run,,168,153,104
SPNWR,5257,Dc,VI1120,,5/9/1986,In Situ,,177,153.5,108
SPNWR,5511,Dc,VI1120,,5/18/1986,In Situ,,174,153,105
SPNWR,5523,Dc,VI1120,,5/30/1986,Relocate,,147,154,104
SPNWR,5479,Dc,VI1123,,4/27/1986,In Situ,,176,160,112
SPNWR,5519,Dc,VI1123,,5/25/1986,In Situ,,180,160,115
SPNWR,5455,Dc,VI1124,,4/11/1986,Dry Run,,97,152,106
SPNWR,5464,Dc,VI1124,,4/21/1986,Dry Run,,81,,
SPNWR,5485,Dc,VI1124,,5/2/1986,Dry Run,,106,152.2,106
SPNWR,5522,Dc,VI1124,,5/28/1986,Dry Run,,106,,
SPNWR,5529,Dc,VI1124,,6/8/1986,Dry Run,,147,,
SPNWR,5531,Dc,VI1124,,6/9/1986,Relocate,,148,153,107.5
SPNWR,5835,Dc,VI1124,,4/6/1988,In Situ,,87,155,110
SPNWR,5852,Dc,VI1124,,4/16/1988,Relocate,,106,155,109
SPNWR,5638,Dc,VI1124,,4/26/1988,In Situ,,122,155.5,110
SPNWR,5918,Dc,VI1124,,5/8/1988,Relocate,,104,157,109.5
SPNWR,5953,Dc,VI1124,,5/17/1988,Probable Lay,,87,,
SPNWR,5993,Dc,VI1124,,5/25/1988,Probable Lay,,117,,
SPNWR,6065,Dc,VI1124,,6/5/1988,Relocate,,113,154,109
SPNWR,6007,Dc,VI1124,,6/15/1988,Relocate,,88,156.5,109
SPNWR,6313,Dc,VI1124,,3/29/1990,In Situ,,129,156,110
SPNWR,6333,Dc,VI1124,,4/18/1990,In Situ,,83,157.5,111
SPNWR,6032,Dc,VI1124,,4/27/1990,In Situ,,81,157,111
SPNWR,6363,Dc,VI1124,,5/7/1990,In Situ,,105,155,104
SPNWR,6385,Dc,VI1124,,5/16/1990,In Situ,,128,157.5,110
SPNWR,6444,Dc,VI1124,,5/25/1990,Dry Run,,156,,
SPNWR,6446,Dc,VI1124,,5/26/1990,In Situ,,121,156.2,111.6
SPNWR,6476,Dc,VI1124,,6/7/1990,Relocate,,121,156,114.5
SPNWR,5481,Dc,VI1126,,4/29/1986,Dry Run,,,,
SPNWR,5254,Dc,VI1126,,5/8/1986,Dry Run,,153,144.4,114
SPNWR,5256,Dc,VI1126,,5/9/1986,Relocate,,147,145.5,113.5
SPNWR,5833,Dc,VI1126,,4/6/1988,Dry Run,,128,,
SPNWR,5838,Dc,VI1126,,4/7/1988,Relocate,,167,148,115
SPNWR,5854,Dc,VI1126,,4/18/1988,Relocate,,161,149,115
SPNWR,5640,Dc,VI1126,,4/27/1988,Dry Run,,165,146.5,116
SPNWR,5884,Dc,VI1126,,4/28/1988,Dry Run,,118,,
SPNWR,5888,Dc,VI1126,,4/29/1988,Relocate,,85,147,115.5
SPNWR,5503,Dc,VI1128,,5/13/1986,Relocate,,123,150.5,109.5
SPNWR,5469,Dc,VI1128,,5/22/1986,Dry Run,,93,151.5,109
SPNWR,5516,Dc,VI1128,,5/23/1986,In Situ,,155,152.3,112
SPNWR,5524,Dc,VI1128,,6/1/1986,Relocate,,169,151,109
SPNWR,5461,Dc,VI1131,,4/17/1986,Dry Run,,175,158.5,116.5
SPNWR,5462,Dc,VI1131,,4/19/1986,Relocate,,154,156,116
SPNWR,5480,Dc,VI1131,,4/28/1986,In Situ,,,158,116
SPNWR,5496,Dc,VI1131,,5/6/1986,Dry Run,,178,158,116
SPNWR,5255,Dc,VI1131,,5/9/1986,Relocate,,164,158.5,116
SPNWR,5526,Dc,VI1131,,6/7/1986,Relocate,,91,159,116
SPNWR,5534,Dc,VI1131,,6/17/1986,Dry Run,,93,157,116
SPNWR,5535,Dc,VI1131,,6/17/1986,Dry Run,,153,,
SPNWR,5536,Dc,VI1131,,6/18/1986,Relocate,,103,158,115
SPNWR,8132,Dc,VI1131,,4/4/1995,Relocate,,157,160.1,118.5
SPNWR,8161,Dc,VI1131,,4/15/1995,Relocate,,150,160.4,118.5
SPNWR,8192,Dc,VI1131,,4/24/1995,In Situ,,110,160.5,118
SPNWR,7946,Dc,VI1131,,5/2/1995,Relocate,,158,160.5,119
SPNWR,8271,Dc,VI1131,,5/11/1995,Relocate,,140,160.8,119.4
SPNWR,8344,Dc,VI1131,,5/19/1995,In Situ,,167,160.9,119.5
SPNWR,8379,Dc,VI1131,,5/28/1995,Dry Run,,127,,
SPNWR,8386,Dc,VI1131,,5/29/1995,Dry Run,,125,,
SPNWR,8392,Dc,VI1131,,5/29/1995,Dry Run,,113,,
SPNWR,8393,Dc,VI1131,,5/30/1995,Dry Run,,140,,
SPNWR,8403,Dc,VI1131,,5/31/1995,Dry Run,,144,,
SPNWR,8312,Dc,VI1131,,6/1/1995,Relocate,,154,160.3,117.9
SPNWR,8448,Dc,VI1131,,6/11/1995,Dry Run,,169,,
SPNWR,8457,Dc,VI1131,,6/12/1995,Dry Run,,125,,
SPNWR,8460,Dc,VI1131,,6/13/1995,Dry Run,,99,,
SPNWR,8463,Dc,VI1131,,6/14/1995,Relocate,,147,160.6,118.2
SPNWR,8856,Dc,VI1131,,4/3/1997,In Situ,,119,,
SPNWR,8857,Dc,VI1131,,4/3/1997,Relocate,,174,,
SPNWR,8934,Dc,VI1131,,4/14/1997,Dry Run,,157,162,119
SPNWR,8944,Dc,VI1131,,4/15/1997,In Situ,,105,,
SPNWR,9013,Dc,VI1131,,4/24/1997,Dry Run,,,,
SPNWR,9033,Dc,VI1131,,4/25/1997,In Situ,,162,161.5,118.5
SPNWR,9119,Dc,VI1131,,5/4/1997,Relocate,,155,161.9,118.8
SPNWR,9261,Dc,VI1131,,5/12/1997,Dry Run,,172,162.9,119.4
SPNWR,9263,Dc,VI1131,,5/13/1997,Dry Run,,142,161.4,118.1
SPNWR,9271,Dc,VI1131,,5/14/1997,Dry Run,,167,,
SPNWR,9282,Dc,VI1131,,5/15/1997,Dry Run,,148,,
SPNWR,9288,Dc,VI1131,,5/16/1997,Relocate,,158,161.2,
SPNWR,9389,Dc,VI1131,,5/24/1997,Dry Run,,189,,
SPNWR,9397,Dc,VI1131,,5/25/1997,Dry Run,,170,,
SPNWR,9540,Dc,VI1131,,6/2/1997,Dry Run,,170,,
SPNWR,9579,Dc,VI1131,,6/3/1997,Relocate,,156,161.4,118
SPNWR,9689,Dc,VI1131,,6/12/1997,Relocate,,0,161.3,119.1
SPNWR,9769,Dc,VI1131,,6/21/1997,Dry Run,,175,,
SPNWR,9778,Dc,VI1131,,6/22/1997,Dry Run,,0,,
SPNWR,9799,Dc,VI1131,,6/23/1997,Dry Run,,145,,
SPNWR,9564,Dc,VI1131,,6/24/1997,Dry Run,,148,,
SPNWR,9818,Dc,VI1131,,6/25/1997,Relocate,,145,160.7,118
SPNWR,12022,Dc,VI1131,,4/16/2001,Dry Run,,146,,
SPNWR,11859,Dc,VI1131,,4/17/2001,In Situ,,178,163.6,118.4
SPNWR,12043,Dc,VI1131,,4/18/2001,In Situ,,165,163.7,118.8
SPNWR,12045,Dc,VI1131,,4/18/2001,In Situ,,165,,
SPNWR,11872,Dc,VI1131,,4/27/2001,In Situ,,174,162.3,119.9
SPNWR,12304,Dc,VI1131,,5/6/2001,Dry Run,,142,,
SPNWR,13111,Dc,VI1131,,5/14/2001,Dry Run,,,,
SPNWR,12463,Dc,VI1131,,5/15/2001,Dry Run,,181,,
SPNWR,12484,Dc,VI1131,,5/16/2001,In Situ,,184,162,121.1
SPNWR,12690,Dc,VI1131,,5/25/2001,Dry Run,,152,,
SPNWR,12700,Dc,VI1131,,5/25/2001,Relocate,,149,,
SPNWR,12916,Dc,VI1131,,6/18/2001,Dry Run,,173,162.5,119
SPNWR,12919,Dc,VI1131,,6/19/2001,Dry Run,,116,,
SPNWR,12930,Dc,VI1131,,6/20/2001,Relocate,,149,,
SPNWR,12983,Dc,VI1131,,6/30/2001,Relocate,,147,164,147
SPNWR,13008,Dc,VI1131,,7/10/2001,Dry Run,,153,,
SPNWR,13060,Dc,VI1131,,7/11/2001,Relocate,,150,,
SPNWR,1109,Dc,VI1131,,4/5/2003,In Situ,,154,163,118.5
SPNWR,1004,Dc,VI1131,,4/15/2003,In Situ,,155,163.3,120.3
SPNWR,1305,Dc,VI1131,,4/23/2003,In Situ,,196,162.6,119.2
SPNWR,1482,Dc,VI1131,,5/2/2003,Dry Run,,145,,
SPNWR,1501,Dc,VI1131,,5/3/2003,In Situ,,199,163,119
SPNWR,1387,Dc,VI1131,,5/11/2003,Dry Run,,179,,
SPNWR,1685,Dc,VI1131,,5/12/2003,Dry Run,,114,,
SPNWR,1699,Dc,VI1131,,5/13/2003,Dry Run,,180,,
SPNWR,1394,Dc,VI1131,,5/14/2003,In Situ,,154,162.5,120
SPNWR,1908,Dc,VI1131,,5/23/2003,In Situ,,185,163.3,112
SPNWR,1857,Dc,VI1131,,5/31/2003,In Situ,,191,162,119.5
SPNWR,2221,Dc,VI1131,,6/9/2003,In Situ,,176,162,118.5
SPNWR,2358,Dc,VI1131,,6/20/2003,Dry Run,,68,,
SPNWR,2373,Dc,VI1131,,6/21/2003,Dry Run,,188,,
SPNWR,2401,Dc,VI1131,,6/23/2003,Dry Run,,171,,
SPNWR,2405,Dc,VI1131,,6/24/2003,Dry Run,,180,,
SPNWR,5518,Dc,VI1132,,5/25/1986,In Situ,,154,152,109
SPNWR,5259,Dc,VI1132,,6/19/1986,Relocate,,100,152,110
SPNWR,5540,Dc,VI1132,,6/30/1986,Dry Run,,125,,
SPNWR,5542,Dc,VI1132,,6/30/1986,Relocate,,87,151,108
SPNWR,5478,Dc,VI1138,,4/27/1986,Relocate,,147,153,111
SPNWR,5497,Dc,VI1138,,5/7/1986,Relocate,,160,153.5,111
SPNWR,5508,Dc,VI1138,,5/17/1986,Dry Run,,173,155.6,110.5
SPNWR,5509,Dc,VI1138,,5/18/1986,Relocate,,145,152,111
SPNWR,5521,Dc,VI1138,,5/28/1986,Relocate,,127,153,110.2
SPNWR,5525,Dc,VI1138,,6/7/1986,Dry Run,,174,152,111
SPNWR,5528,Dc,VI1138,,6/8/1986,Dry Run,,172,,
SPNWR,5530,Dc,VI1138,,6/8/1986,Dry Run,,168,,
SPNWR,5258,Dc,VI1138,,6/19/1986,Relocate,,97,152,112
SPNWR,5538,Dc,VI1138,,6/27/1986,Dry Run,,152,,
SPNWR,5539,Dc,VI1138,,6/28/1986,Relocate,,88,160,110
SPNWR,5547,Dc,VI1138,,7/6/1986,Relocate,,84,154,110
SPNWR,5253,Dc,VI1142,,4/13/1986,In Situ,,183,155,112
SPNWR,5470,Dc,VI1142,,4/23/1986,Relocate,,153,155,111.5
SPNWR,6321,Dc,VI1142,,4/8/1990,In Situ,,183,158,111
SPNWR,6331,Dc,VI1142,,4/18/1990,In Situ,,175,156,110
SPNWR,6381,Dc,VI1142,,5/15/1990,In Situ,,173,158,112.5
SPNWR,6452,Dc,VI1142,,5/28/1990,Relocate,,150,156,114
SPNWR,7353,Dc,VI1142,,4/8/1993,Relocate,,69,157,112
SPNWR,7384,Dc,VI1142,,4/22/1993,In Situ,,165,157.5,116.4
SPNWR,7430,Dc,VI1142,,5/4/1993,Dry Run,,105,,
SPNWR,7432,Dc,VI1142,,5/4/1993,Relocate,,148,158.5,112.2
SPNWR,7493,Dc,VI1142,,5/25/1993,In Situ,,174,158,113.5
SPNWR,7522,Dc,VI1142,,6/5/1993,Relocate,,149,157,111.2
SPNWR,7584,Dc,VI1142,,6/20/1993,Relocate,,172,156,112.5
SPNWR,8136,Dc,VI1142,,4/5/1995,In Situ,,189,157.3,112.1
SPNWR,8166,Dc,VI1142,,4/17/1995,Dry Run,,110,,
SPNWR,8169,Dc,VI1142,,4/17/1995,In Situ,,160,158.3,111.7
SPNWR,8222,Dc,VI1142,,5/2/1995,Relocate,,159,157.4,113
SPNWR,8267,Dc,VI1142,,5/11/1995,Relocate,,149,158.1,113.7
SPNWR,8350,Dc,VI1142,,5/21/1995,Relocate,,150,157.8,111.8
SPNWR,8412,Dc,VI1142,,6/2/1995,Dry Run,,150,,
SPNWR,8413,Dc,VI1142,,6/2/1995,Relocate,,155,157.9,111.7
SPNWR,8471,Dc,VI1142,,6/15/1995,Relocate,,143,157.6,112.8
SPNWR,9020,Dc,VI1142,,4/25/1997,Dry Run,,155,,
SPNWR,5487,Dc,VI1144,,5/2/1986,In Situ,,121,159,114.5
SPNWR,5532,Dc,VI1144,,6/13/1986,In Situ,,187,158,112
SPNWR,5260,Dc,VI1144,,6/22/1986,Dry Run,,169,158,108
SPNWR,5548,Dc,VI1144,,7/12/1986,Dry Run,,127,159,111.5
SPNWR,5549,Dc,VI1144,,7/13/1986,Dry Run,,107,,
SPNWR,5551,Dc,VI1144,,7/14/1986,Dry Run,,76,,
SPNWR,5543,Dc,VI1162,,7/2/1986,In Situ,,99,,
SPNWR,5574,Dc,VI1164,,4/3/1987,Relocate,,163,150,111
SPNWR,5598,Dc,VI1164,,4/14/1987,Relocate,,147,151,113
SPNWR,5658,Dc,VI1164,,4/24/1987,Relocate,,168,153.4,116.5
SPNWR,5686,Dc,VI1164,,5/3/1987,Relocate,,156,152,111
SPNWR,5718,Dc,VI1164,,5/13/1987,In Situ,,190,150,112
SPNWR,5746,Dc,VI1164,,5/22/1987,Relocate,,158,,
SPNWR,5766,Dc,VI1164,,6/1/1987,In Situ,,170,151.5,111
SPNWR,5788,Dc,VI1164,,6/11/1987,Relocate,,156,149,110.5
SPNWR,8174,Dc,VI1164,,4/19/1995,Relocate,,151,152.5,115.2
SPNWR,8215,Dc,VI1164,,4/30/1995,In Situ,,175,153.6,116.2
SPNWR,8260,Dc,VI1164,,5/10/1995,Probable Lay,,171,153,114
SPNWR,8348,Dc,VI1164,,5/20/1995,Relocate,,161,,
SPNWR,8402,Dc,VI1164,,5/31/1995,Dry Run,,167,,
SPNWR,8313,Dc,VI1164,,6/1/1995,Relocate,,153,154.5,115.5
SPNWR,8454,Dc,VI1164,,6/12/1995,Dry Run,,141,,
SPNWR,8456,Dc,VI1164,,6/12/1995,Relocate,,153,,
SPNWR,8318,Dc,VI1164,,6/21/1995,Relocate,,145,152.4,115.6
SPNWR,8508,Dc,VI1164,,7/1/1995,In Situ,,178,152.5,114.2
SPNWR,10022,Dc,VI1164,,4/13/1998,In Situ,,177,155.5,114.8
SPNWR,10100,Dc,VI1164,,5/3/1998,In Situ,,186,153.8,114.9
SPNWR,10133,Dc,VI1164,,5/13/1998,In Situ,,194,153.6,113.6
SPNWR,10187,Dc,VI1164,,6/6/1998,Relocate,,163,152.2,114.7
SPNWR,11978,Dc,VI1164,,4/12/2001,In Situ,,187,155.1,115.3
SPNWR,12077,Dc,VI1164,,4/21/2001,In Situ,,190,154.6,115.2
